c_order_id, c_order_date, c_order_time, c_order_subtotal, c_order_tax, c_order_total, c_order_payment_type
26463, 2023-7-13, 18:33:36, 11, 0.91, 11.91, credit
26464, 2023-7-13, 19:27:49, 19, 1.57, 20.57, cash
26465, 2023-7-13, 15:26:38, 9, 0.74, 9.74, credit
26466, 2023-7-13, 11:4:12, 14, 1.16, 15.15, cash
26467, 2023-7-13, 18:45:11, 25, 2.06, 27.06, credit
26468, 2023-7-13, 21:31:14, 11, 0.91, 11.91, debit
26469, 2023-7-13, 12:35:8, 21, 1.73, 22.73, cash
26470, 2023-7-13, 11:39:9, 13, 1.07, 14.07, credit
26471, 2023-7-13, 22:27:12, 28, 2.31, 30.31, credit
26472, 2023-7-13, 13:14:5, 25, 2.06, 27.06, debit
26473, 2023-7-13, 11:1:16, 22, 1.82, 23.82, credit
26474, 2023-7-13, 12:7:14, 24, 1.98, 25.98, debit
26475, 2023-7-13, 19:5:48, 29, 2.39, 31.39, cash
26476, 2023-7-13, 17:18:36, 14, 1.16, 15.15, cash
26477, 2023-7-13, 14:16:29, 20, 1.65, 21.65, credit
26478, 2023-7-13, 22:3:34, 13, 1.07, 14.07, debit
26479, 2023-7-13, 14:3:23, 20, 1.65, 21.65, debit
26480, 2023-7-13, 17:1:25, 9, 0.74, 9.74, cash
26481, 2023-7-13, 19:54:45, 13, 1.07, 14.07, debit
26482, 2023-7-13, 18:14:36, 11, 0.91, 11.91, cash
26483, 2023-7-13, 12:6:16, 9, 0.74, 9.74, debit
26484, 2023-7-13, 17:41:49, 29, 2.39, 31.39, credit
26485, 2023-7-13, 18:39:41, 10, 0.83, 10.82, cash
26486, 2023-7-13, 22:29:42, 29, 2.39, 31.39, cash
26487, 2023-7-13, 13:43:58, 7, 0.58, 7.58, credit
26488, 2023-7-13, 20:20:53, 27, 2.23, 29.23, cash
26489, 2023-7-13, 17:30:51, 25, 2.06, 27.06, credit
26490, 2023-7-13, 14:11:50, 17, 1.40, 18.40, cash
26491, 2023-7-13, 12:33:18, 10, 0.83, 10.82, debit
26492, 2023-7-13, 21:43:6, 26, 2.15, 28.14, cash
26493, 2023-7-13, 20:45:55, 14, 1.16, 15.15, cash
26494, 2023-7-13, 11:26:30, 19, 1.57, 20.57, debit
26495, 2023-7-13, 16:23:10, 28, 2.31, 30.31, debit
26496, 2023-7-13, 21:12:44, 18, 1.49, 19.48, cash
26497, 2023-7-13, 22:18:2, 28, 2.31, 30.31, debit
26498, 2023-7-13, 16:15:37, 20, 1.65, 21.65, credit
26499, 2023-7-13, 20:22:57, 25, 2.06, 27.06, debit
26500, 2023-7-13, 17:31:1, 25, 2.06, 27.06, cash
26501, 2023-7-13, 20:52:52, 21, 1.73, 22.73, credit
26502, 2023-7-13, 16:43:45, 26, 2.15, 28.14, debit
26503, 2023-7-13, 20:34:48, 10, 0.83, 10.82, cash
26504, 2023-7-13, 18:35:2, 5, 0.41, 5.41, debit
26505, 2023-7-13, 18:29:7, 23, 1.90, 24.90, cash
26506, 2023-7-13, 12:12:47, 24, 1.98, 25.98, debit
26507, 2023-7-13, 16:43:7, 29, 2.39, 31.39, cash
26508, 2023-7-13, 16:3:36, 11, 0.91, 11.91, cash
26509, 2023-7-13, 21:53:22, 19, 1.57, 20.57, cash
26510, 2023-7-13, 21:14:53, 25, 2.06, 27.06, debit
26511, 2023-7-13, 11:51:2, 17, 1.40, 18.40, debit
26512, 2023-7-13, 13:29:20, 16, 1.32, 17.32, credit
26513, 2023-7-13, 11:45:3, 17, 1.40, 18.40, debit
26514, 2023-7-13, 12:41:37, 16, 1.32, 17.32, cash
26515, 2023-7-13, 19:27:8, 25, 2.06, 27.06, debit
26516, 2023-7-13, 19:20:59, 23, 1.90, 24.90, debit
26517, 2023-7-13, 12:19:46, 12, 0.99, 12.99, cash
26518, 2023-7-13, 21:38:24, 12, 0.99, 12.99, cash
26519, 2023-7-13, 20:21:24, 6, 0.49, 6.50, debit
26520, 2023-7-13, 15:50:50, 15, 1.24, 16.24, cash
26521, 2023-7-13, 12:21:0, 18, 1.49, 19.48, cash
26522, 2023-7-13, 20:14:15, 13, 1.07, 14.07, credit
26523, 2023-7-13, 17:17:17, 15, 1.24, 16.24, cash
26524, 2023-7-13, 17:22:21, 10, 0.83, 10.82, cash
26525, 2023-7-13, 19:16:17, 8, 0.66, 8.66, debit
26526, 2023-7-13, 21:26:27, 9, 0.74, 9.74, credit
26527, 2023-7-13, 14:47:31, 9, 0.74, 9.74, cash
26528, 2023-7-13, 17:53:53, 19, 1.57, 20.57, credit
26529, 2023-7-13, 12:31:38, 14, 1.16, 15.15, debit
26530, 2023-7-13, 12:12:13, 16, 1.32, 17.32, credit
26531, 2023-7-13, 20:42:2, 21, 1.73, 22.73, cash
26532, 2023-7-13, 17:38:12, 19, 1.57, 20.57, cash
26533, 2023-7-13, 20:36:33, 19, 1.57, 20.57, debit
26534, 2023-7-13, 21:12:6, 28, 2.31, 30.31, debit
26535, 2023-7-13, 17:9:8, 15, 1.24, 16.24, debit
26536, 2023-7-13, 16:39:39, 17, 1.40, 18.40, debit
26537, 2023-7-13, 20:14:55, 12, 0.99, 12.99, debit
26538, 2023-7-13, 13:38:54, 12, 0.99, 12.99, credit
26539, 2023-7-13, 22:12:43, 24, 1.98, 25.98, cash
26540, 2023-7-13, 18:7:56, 15, 1.24, 16.24, cash
26541, 2023-7-13, 11:36:17, 9, 0.74, 9.74, debit
26542, 2023-7-13, 18:41:48, 29, 2.39, 31.39, credit
26543, 2023-7-13, 17:0:6, 5, 0.41, 5.41, credit
26544, 2023-7-13, 15:46:3, 23, 1.90, 24.90, debit
26545, 2023-7-13, 15:57:36, 19, 1.57, 20.57, credit
26546, 2023-7-13, 15:18:21, 14, 1.16, 15.15, debit
26547, 2023-7-13, 12:38:57, 12, 0.99, 12.99, credit
26548, 2023-7-13, 21:11:40, 6, 0.49, 6.50, debit
26549, 2023-7-13, 21:21:47, 21, 1.73, 22.73, cash
26550, 2023-7-13, 19:23:51, 24, 1.98, 25.98, debit
26551, 2023-7-13, 13:56:44, 23, 1.90, 24.90, cash
26552, 2023-7-13, 11:58:38, 21, 1.73, 22.73, credit
26553, 2023-7-13, 15:37:3, 16, 1.32, 17.32, credit
26554, 2023-7-13, 20:39:9, 12, 0.99, 12.99, credit
26555, 2023-7-13, 20:49:21, 12, 0.99, 12.99, debit
26556, 2023-7-13, 19:3:9, 14, 1.16, 15.15, debit
26557, 2023-7-13, 22:9:35, 14, 1.16, 15.15, cash
26558, 2023-7-13, 14:1:39, 22, 1.82, 23.82, credit
26559, 2023-7-13, 20:32:21, 22, 1.82, 23.82, cash
26560, 2023-7-13, 17:44:46, 20, 1.65, 21.65, debit
26561, 2023-7-13, 19:18:28, 6, 0.49, 6.50, debit
26562, 2023-7-13, 20:40:26, 23, 1.90, 24.90, credit
26563, 2023-7-13, 15:39:13, 21, 1.73, 22.73, debit
26564, 2023-7-13, 19:53:37, 8, 0.66, 8.66, credit
26565, 2023-7-13, 21:35:49, 14, 1.16, 15.15, credit
26566, 2023-7-13, 14:49:20, 11, 0.91, 11.91, cash
26567, 2023-7-13, 20:2:10, 28, 2.31, 30.31, credit
26568, 2023-7-13, 15:37:20, 23, 1.90, 24.90, credit
26569, 2023-7-13, 20:4:26, 25, 2.06, 27.06, debit
26570, 2023-7-13, 14:52:21, 29, 2.39, 31.39, cash
26571, 2023-7-13, 16:1:36, 8, 0.66, 8.66, debit
26572, 2023-7-13, 19:2:51, 16, 1.32, 17.32, cash
26573, 2023-7-13, 18:26:4, 11, 0.91, 11.91, cash
26574, 2023-7-13, 12:25:19, 25, 2.06, 27.06, debit
26575, 2023-7-13, 19:2:9, 5, 0.41, 5.41, debit
26576, 2023-7-13, 11:17:51, 24, 1.98, 25.98, credit
26577, 2023-7-13, 15:34:58, 22, 1.82, 23.82, debit
26578, 2023-7-13, 19:6:57, 15, 1.24, 16.24, credit
26579, 2023-7-13, 13:29:7, 24, 1.98, 25.98, credit
26580, 2023-7-13, 14:39:4, 21, 1.73, 22.73, cash
26581, 2023-7-13, 20:57:39, 20, 1.65, 21.65, cash
26582, 2023-7-13, 17:32:18, 15, 1.24, 16.24, credit
26583, 2023-7-13, 22:58:34, 16, 1.32, 17.32, debit
26584, 2023-7-13, 22:40:16, 5, 0.41, 5.41, credit
26585, 2023-7-13, 11:50:9, 22, 1.82, 23.82, credit
26586, 2023-7-13, 20:13:24, 25, 2.06, 27.06, debit
26587, 2023-7-13, 13:25:3, 26, 2.15, 28.14, cash
26588, 2023-7-14, 14:59:57, 14, 1.16, 15.15, debit
26589, 2023-7-14, 11:31:10, 21, 1.73, 22.73, cash
26590, 2023-7-14, 12:52:45, 25, 2.06, 27.06, cash
26591, 2023-7-14, 11:15:14, 5, 0.41, 5.41, cash
26592, 2023-7-14, 13:22:58, 26, 2.15, 28.14, cash
26593, 2023-7-14, 20:42:38, 9, 0.74, 9.74, cash
26594, 2023-7-14, 21:47:12, 24, 1.98, 25.98, credit
26595, 2023-7-14, 18:6:44, 6, 0.49, 6.50, debit
26596, 2023-7-14, 16:58:20, 27, 2.23, 29.23, credit
26597, 2023-7-14, 20:26:53, 17, 1.40, 18.40, cash
26598, 2023-7-14, 15:38:56, 9, 0.74, 9.74, debit
26599, 2023-7-14, 19:52:21, 23, 1.90, 24.90, credit
26600, 2023-7-14, 22:1:39, 22, 1.82, 23.82, debit
26601, 2023-7-14, 13:0:15, 21, 1.73, 22.73, credit
26602, 2023-7-14, 12:51:7, 10, 0.83, 10.82, credit
26603, 2023-7-14, 22:19:50, 8, 0.66, 8.66, credit
26604, 2023-7-14, 11:2:53, 8, 0.66, 8.66, credit
26605, 2023-7-14, 19:17:44, 27, 2.23, 29.23, cash
26606, 2023-7-14, 17:45:28, 26, 2.15, 28.14, credit
26607, 2023-7-14, 15:16:15, 11, 0.91, 11.91, credit
26608, 2023-7-14, 21:54:53, 14, 1.16, 15.15, credit
26609, 2023-7-14, 11:5:30, 11, 0.91, 11.91, debit
26610, 2023-7-14, 15:53:43, 20, 1.65, 21.65, cash
26611, 2023-7-14, 16:59:50, 7, 0.58, 7.58, debit
26612, 2023-7-14, 16:19:11, 27, 2.23, 29.23, cash
26613, 2023-7-14, 20:51:54, 9, 0.74, 9.74, credit
26614, 2023-7-14, 20:21:27, 8, 0.66, 8.66, credit
26615, 2023-7-14, 15:45:35, 12, 0.99, 12.99, cash
26616, 2023-7-14, 15:6:39, 5, 0.41, 5.41, cash
26617, 2023-7-14, 16:55:45, 8, 0.66, 8.66, credit
26618, 2023-7-14, 22:12:3, 18, 1.49, 19.48, credit
26619, 2023-7-14, 14:8:20, 10, 0.83, 10.82, cash
26620, 2023-7-14, 21:6:22, 24, 1.98, 25.98, cash
26621, 2023-7-14, 20:9:46, 6, 0.49, 6.50, credit
26622, 2023-7-14, 20:36:4, 13, 1.07, 14.07, cash
26623, 2023-7-14, 21:11:4, 9, 0.74, 9.74, cash
26624, 2023-7-14, 20:23:15, 16, 1.32, 17.32, cash
26625, 2023-7-14, 11:51:2, 23, 1.90, 24.90, cash
26626, 2023-7-14, 20:55:16, 20, 1.65, 21.65, credit
26627, 2023-7-14, 11:0:1, 12, 0.99, 12.99, cash
26628, 2023-7-14, 11:44:55, 22, 1.82, 23.82, cash
26629, 2023-7-14, 14:38:4, 25, 2.06, 27.06, cash
26630, 2023-7-14, 21:35:56, 13, 1.07, 14.07, debit
26631, 2023-7-14, 18:50:8, 20, 1.65, 21.65, credit
26632, 2023-7-14, 13:35:42, 6, 0.49, 6.50, credit
26633, 2023-7-14, 15:35:46, 22, 1.82, 23.82, debit
26634, 2023-7-14, 14:29:19, 9, 0.74, 9.74, credit
26635, 2023-7-14, 22:18:18, 5, 0.41, 5.41, credit
26636, 2023-7-14, 16:28:10, 17, 1.40, 18.40, debit
26637, 2023-7-14, 11:10:49, 20, 1.65, 21.65, cash
26638, 2023-7-14, 17:52:49, 23, 1.90, 24.90, debit
26639, 2023-7-14, 22:36:24, 15, 1.24, 16.24, credit
26640, 2023-7-14, 12:28:21, 20, 1.65, 21.65, cash
26641, 2023-7-14, 19:6:28, 10, 0.83, 10.82, credit
26642, 2023-7-14, 13:23:37, 6, 0.49, 6.50, credit
26643, 2023-7-14, 16:10:7, 15, 1.24, 16.24, credit
26644, 2023-7-14, 11:56:32, 21, 1.73, 22.73, debit
26645, 2023-7-14, 21:28:27, 23, 1.90, 24.90, debit
26646, 2023-7-14, 13:27:0, 20, 1.65, 21.65, credit
26647, 2023-7-14, 11:13:0, 16, 1.32, 17.32, debit
26648, 2023-7-14, 22:27:28, 11, 0.91, 11.91, credit
26649, 2023-7-14, 13:11:20, 7, 0.58, 7.58, credit
26650, 2023-7-14, 22:31:4, 22, 1.82, 23.82, cash
26651, 2023-7-14, 21:7:13, 17, 1.40, 18.40, credit
26652, 2023-7-14, 11:34:14, 19, 1.57, 20.57, credit
26653, 2023-7-14, 16:2:14, 29, 2.39, 31.39, cash
26654, 2023-7-14, 15:40:52, 11, 0.91, 11.91, debit
26655, 2023-7-14, 13:24:34, 23, 1.90, 24.90, debit
26656, 2023-7-14, 19:20:47, 9, 0.74, 9.74, credit
26657, 2023-7-14, 17:54:23, 23, 1.90, 24.90, debit
26658, 2023-7-14, 13:7:37, 20, 1.65, 21.65, cash
26659, 2023-7-14, 21:8:51, 10, 0.83, 10.82, credit
26660, 2023-7-14, 16:24:22, 19, 1.57, 20.57, credit
26661, 2023-7-14, 15:40:26, 18, 1.49, 19.48, debit
26662, 2023-7-14, 20:21:52, 16, 1.32, 17.32, cash
26663, 2023-7-14, 20:37:29, 8, 0.66, 8.66, cash
26664, 2023-7-14, 17:52:32, 22, 1.82, 23.82, cash
26665, 2023-7-14, 17:26:6, 22, 1.82, 23.82, cash
26666, 2023-7-14, 12:3:5, 6, 0.49, 6.50, debit
26667, 2023-7-14, 13:9:14, 18, 1.49, 19.48, debit
26668, 2023-7-14, 13:20:12, 15, 1.24, 16.24, cash
26669, 2023-7-14, 16:6:42, 21, 1.73, 22.73, cash
26670, 2023-7-14, 17:11:15, 20, 1.65, 21.65, cash
26671, 2023-7-14, 12:17:38, 22, 1.82, 23.82, cash
26672, 2023-7-14, 17:39:30, 14, 1.16, 15.15, credit
26673, 2023-7-14, 19:31:35, 5, 0.41, 5.41, cash
26674, 2023-7-14, 16:9:32, 22, 1.82, 23.82, debit
26675, 2023-7-14, 22:53:3, 15, 1.24, 16.24, credit
26676, 2023-7-14, 17:0:46, 20, 1.65, 21.65, debit
26677, 2023-7-14, 13:21:53, 21, 1.73, 22.73, cash
26678, 2023-7-14, 15:12:14, 23, 1.90, 24.90, credit
26679, 2023-7-14, 20:17:50, 8, 0.66, 8.66, cash
26680, 2023-7-14, 12:25:20, 13, 1.07, 14.07, cash
26681, 2023-7-14, 16:8:2, 10, 0.83, 10.82, debit
26682, 2023-7-14, 16:42:31, 24, 1.98, 25.98, credit
26683, 2023-7-14, 22:11:40, 20, 1.65, 21.65, credit
26684, 2023-7-14, 18:0:52, 13, 1.07, 14.07, credit
26685, 2023-7-14, 17:24:5, 17, 1.40, 18.40, debit
26686, 2023-7-14, 16:28:40, 27, 2.23, 29.23, cash
26687, 2023-7-14, 15:29:17, 16, 1.32, 17.32, cash
26688, 2023-7-14, 11:39:44, 24, 1.98, 25.98, credit
26689, 2023-7-14, 21:57:29, 29, 2.39, 31.39, debit
26690, 2023-7-14, 15:27:52, 6, 0.49, 6.50, credit
26691, 2023-7-14, 18:0:22, 17, 1.40, 18.40, debit
26692, 2023-7-14, 12:15:39, 14, 1.16, 15.15, cash
26693, 2023-7-14, 19:55:13, 23, 1.90, 24.90, credit
26694, 2023-7-14, 14:42:46, 28, 2.31, 30.31, credit
26695, 2023-7-14, 16:15:3, 10, 0.83, 10.82, credit
26696, 2023-7-14, 13:7:22, 20, 1.65, 21.65, debit
26697, 2023-7-14, 14:55:3, 24, 1.98, 25.98, debit
26698, 2023-7-14, 20:11:2, 17, 1.40, 18.40, cash
26699, 2023-7-14, 15:25:6, 11, 0.91, 11.91, cash
26700, 2023-7-14, 17:57:41, 19, 1.57, 20.57, cash
26701, 2023-7-14, 21:52:11, 8, 0.66, 8.66, debit
26702, 2023-7-14, 12:13:28, 23, 1.90, 24.90, credit
26703, 2023-7-14, 11:11:25, 8, 0.66, 8.66, cash
26704, 2023-7-14, 19:56:13, 24, 1.98, 25.98, cash
26705, 2023-7-14, 22:47:40, 19, 1.57, 20.57, cash
26706, 2023-7-14, 20:30:47, 12, 0.99, 12.99, cash
26707, 2023-7-14, 17:19:48, 23, 1.90, 24.90, credit
26708, 2023-7-14, 17:27:16, 14, 1.16, 15.15, cash
26709, 2023-7-14, 14:2:39, 8, 0.66, 8.66, cash
26710, 2023-7-14, 13:30:40, 6, 0.49, 6.50, cash
26711, 2023-7-14, 19:37:2, 22, 1.82, 23.82, cash
26712, 2023-7-14, 17:57:13, 23, 1.90, 24.90, credit
26713, 2023-7-14, 20:13:3, 8, 0.66, 8.66, debit
26714, 2023-7-14, 13:28:56, 26, 2.15, 28.14, cash
26715, 2023-7-14, 19:45:3, 8, 0.66, 8.66, credit
26716, 2023-7-14, 18:42:42, 17, 1.40, 18.40, debit
26717, 2023-7-14, 20:19:55, 5, 0.41, 5.41, credit
26718, 2023-7-14, 12:16:28, 21, 1.73, 22.73, cash
26719, 2023-7-14, 18:45:30, 29, 2.39, 31.39, debit
26720, 2023-7-14, 18:39:30, 23, 1.90, 24.90, cash
26721, 2023-7-14, 12:57:51, 6, 0.49, 6.50, cash
26722, 2023-7-14, 13:20:15, 16, 1.32, 17.32, credit
26723, 2023-7-14, 15:12:1, 11, 0.91, 11.91, credit
26724, 2023-7-14, 16:57:13, 7, 0.58, 7.58, cash
26725, 2023-7-14, 15:14:26, 25, 2.06, 27.06, credit
26726, 2023-7-14, 20:45:19, 10, 0.83, 10.82, credit
26727, 2023-7-14, 16:13:55, 27, 2.23, 29.23, debit
26728, 2023-7-14, 19:56:40, 10, 0.83, 10.82, debit
26729, 2023-7-14, 17:23:40, 6, 0.49, 6.50, credit
26730, 2023-7-14, 16:20:47, 8, 0.66, 8.66, cash
26731, 2023-7-14, 17:52:59, 18, 1.49, 19.48, debit
26732, 2023-7-14, 20:38:9, 7, 0.58, 7.58, credit
26733, 2023-7-14, 18:7:20, 12, 0.99, 12.99, cash
26734, 2023-7-14, 14:34:51, 17, 1.40, 18.40, debit
26735, 2023-7-14, 22:23:36, 14, 1.16, 15.15, debit
26736, 2023-7-14, 19:3:26, 13, 1.07, 14.07, cash
26737, 2023-7-14, 17:44:34, 13, 1.07, 14.07, cash
26738, 2023-7-14, 14:19:54, 26, 2.15, 28.14, credit
26739, 2023-7-14, 11:35:54, 28, 2.31, 30.31, credit
26740, 2023-7-14, 18:53:50, 18, 1.49, 19.48, cash
26741, 2023-7-14, 17:55:19, 22, 1.82, 23.82, debit
26742, 2023-7-14, 17:40:42, 18, 1.49, 19.48, credit
26743, 2023-7-14, 21:50:55, 9, 0.74, 9.74, cash
26744, 2023-7-14, 22:50:45, 27, 2.23, 29.23, debit
26745, 2023-7-14, 20:16:18, 24, 1.98, 25.98, cash
26746, 2023-7-14, 16:38:34, 24, 1.98, 25.98, debit
26747, 2023-7-14, 16:36:24, 5, 0.41, 5.41, credit
26748, 2023-7-14, 18:15:22, 18, 1.49, 19.48, credit
26749, 2023-7-14, 19:45:47, 7, 0.58, 7.58, credit
26750, 2023-7-14, 22:58:52, 26, 2.15, 28.14, cash
26751, 2023-7-14, 17:6:0, 24, 1.98, 25.98, credit
26752, 2023-7-14, 11:1:22, 27, 2.23, 29.23, debit
26753, 2023-7-14, 12:19:59, 25, 2.06, 27.06, cash
26754, 2023-7-14, 19:29:1, 29, 2.39, 31.39, cash
26755, 2023-7-15, 19:36:30, 25, 2.06, 27.06, credit
26756, 2023-7-15, 18:13:16, 20, 1.65, 21.65, credit
26757, 2023-7-15, 14:27:33, 18, 1.49, 19.48, cash
26758, 2023-7-15, 21:30:18, 20, 1.65, 21.65, cash
26759, 2023-7-15, 11:54:7, 8, 0.66, 8.66, debit
26760, 2023-7-15, 11:37:46, 17, 1.40, 18.40, cash
26761, 2023-7-15, 13:3:36, 23, 1.90, 24.90, credit
26762, 2023-7-15, 22:19:9, 24, 1.98, 25.98, credit
26763, 2023-7-15, 11:0:7, 12, 0.99, 12.99, debit
26764, 2023-7-15, 18:8:57, 26, 2.15, 28.14, debit
26765, 2023-7-15, 12:18:31, 29, 2.39, 31.39, cash
26766, 2023-7-15, 18:19:45, 10, 0.83, 10.82, debit
26767, 2023-7-15, 11:0:47, 23, 1.90, 24.90, credit
26768, 2023-7-15, 21:14:45, 21, 1.73, 22.73, credit
26769, 2023-7-15, 20:24:53, 18, 1.49, 19.48, debit
26770, 2023-7-15, 16:16:18, 14, 1.16, 15.15, debit
26771, 2023-7-15, 12:50:49, 26, 2.15, 28.14, credit
26772, 2023-7-15, 18:33:44, 9, 0.74, 9.74, cash
26773, 2023-7-15, 18:47:41, 22, 1.82, 23.82, debit
26774, 2023-7-15, 22:0:57, 16, 1.32, 17.32, debit
26775, 2023-7-15, 15:50:10, 12, 0.99, 12.99, credit
26776, 2023-7-15, 21:0:51, 6, 0.49, 6.50, cash
26777, 2023-7-15, 17:36:45, 12, 0.99, 12.99, cash
26778, 2023-7-15, 13:10:2, 13, 1.07, 14.07, cash
26779, 2023-7-15, 21:44:2, 12, 0.99, 12.99, cash
26780, 2023-7-15, 14:54:44, 10, 0.83, 10.82, debit
26781, 2023-7-15, 17:57:20, 27, 2.23, 29.23, credit
26782, 2023-7-15, 21:6:17, 11, 0.91, 11.91, cash
26783, 2023-7-15, 21:29:18, 17, 1.40, 18.40, credit
26784, 2023-7-15, 14:7:15, 19, 1.57, 20.57, credit
26785, 2023-7-15, 21:37:27, 6, 0.49, 6.50, debit
26786, 2023-7-15, 12:37:43, 15, 1.24, 16.24, cash
26787, 2023-7-15, 19:20:16, 10, 0.83, 10.82, debit
26788, 2023-7-15, 13:15:20, 19, 1.57, 20.57, debit
26789, 2023-7-15, 19:51:45, 10, 0.83, 10.82, credit
26790, 2023-7-15, 14:55:59, 9, 0.74, 9.74, credit
26791, 2023-7-15, 20:59:50, 25, 2.06, 27.06, debit
26792, 2023-7-15, 21:57:12, 15, 1.24, 16.24, credit
26793, 2023-7-15, 19:20:48, 12, 0.99, 12.99, debit
26794, 2023-7-15, 21:51:45, 17, 1.40, 18.40, credit
26795, 2023-7-15, 17:23:13, 16, 1.32, 17.32, debit
26796, 2023-7-15, 18:24:44, 13, 1.07, 14.07, cash
26797, 2023-7-15, 11:54:38, 19, 1.57, 20.57, debit
26798, 2023-7-15, 15:9:41, 27, 2.23, 29.23, debit
26799, 2023-7-15, 20:41:35, 19, 1.57, 20.57, cash
26800, 2023-7-15, 19:19:4, 13, 1.07, 14.07, cash
26801, 2023-7-15, 19:58:1, 7, 0.58, 7.58, cash
26802, 2023-7-15, 19:21:49, 17, 1.40, 18.40, credit
26803, 2023-7-15, 11:44:50, 24, 1.98, 25.98, credit
26804, 2023-7-15, 19:33:43, 10, 0.83, 10.82, cash
26805, 2023-7-15, 11:17:11, 6, 0.49, 6.50, cash
26806, 2023-7-15, 13:5:9, 20, 1.65, 21.65, credit
26807, 2023-7-15, 14:54:45, 19, 1.57, 20.57, cash
26808, 2023-7-15, 20:44:13, 25, 2.06, 27.06, debit
26809, 2023-7-15, 16:58:32, 15, 1.24, 16.24, credit
26810, 2023-7-15, 14:16:24, 16, 1.32, 17.32, debit
26811, 2023-7-15, 18:18:29, 7, 0.58, 7.58, debit
26812, 2023-7-15, 18:44:15, 10, 0.83, 10.82, credit
26813, 2023-7-15, 15:7:11, 19, 1.57, 20.57, debit
26814, 2023-7-15, 12:15:46, 16, 1.32, 17.32, cash
26815, 2023-7-15, 22:15:50, 7, 0.58, 7.58, cash
26816, 2023-7-15, 20:27:6, 7, 0.58, 7.58, credit
26817, 2023-7-15, 13:27:13, 29, 2.39, 31.39, credit
26818, 2023-7-15, 11:19:13, 5, 0.41, 5.41, cash
26819, 2023-7-15, 13:52:23, 12, 0.99, 12.99, cash
26820, 2023-7-15, 20:6:3, 11, 0.91, 11.91, debit
26821, 2023-7-15, 20:30:59, 27, 2.23, 29.23, cash
26822, 2023-7-15, 21:7:42, 28, 2.31, 30.31, credit
26823, 2023-7-15, 12:23:13, 12, 0.99, 12.99, debit
26824, 2023-7-15, 11:56:45, 25, 2.06, 27.06, credit
26825, 2023-7-15, 12:5:37, 18, 1.49, 19.48, credit
26826, 2023-7-15, 20:6:12, 18, 1.49, 19.48, credit
26827, 2023-7-15, 12:9:44, 6, 0.49, 6.50, credit
26828, 2023-7-15, 15:17:32, 19, 1.57, 20.57, cash
26829, 2023-7-15, 17:42:0, 16, 1.32, 17.32, cash
26830, 2023-7-15, 16:54:50, 12, 0.99, 12.99, debit
26831, 2023-7-15, 20:10:30, 21, 1.73, 22.73, debit
26832, 2023-7-15, 16:32:27, 26, 2.15, 28.14, debit
26833, 2023-7-15, 16:17:55, 10, 0.83, 10.82, credit
26834, 2023-7-15, 20:2:46, 23, 1.90, 24.90, cash
26835, 2023-7-15, 18:43:14, 29, 2.39, 31.39, debit
26836, 2023-7-15, 13:1:22, 8, 0.66, 8.66, cash
26837, 2023-7-15, 14:3:12, 19, 1.57, 20.57, cash
26838, 2023-7-15, 19:17:33, 9, 0.74, 9.74, cash
26839, 2023-7-15, 20:2:34, 24, 1.98, 25.98, debit
26840, 2023-7-15, 17:47:44, 10, 0.83, 10.82, credit
26841, 2023-7-15, 20:42:38, 9, 0.74, 9.74, cash
26842, 2023-7-15, 18:36:12, 24, 1.98, 25.98, debit
26843, 2023-7-15, 19:37:16, 17, 1.40, 18.40, cash
26844, 2023-7-15, 12:43:54, 20, 1.65, 21.65, credit
26845, 2023-7-15, 16:50:43, 12, 0.99, 12.99, credit
26846, 2023-7-15, 19:12:8, 26, 2.15, 28.14, credit
26847, 2023-7-15, 13:57:49, 13, 1.07, 14.07, debit
26848, 2023-7-15, 17:37:7, 27, 2.23, 29.23, cash
26849, 2023-7-15, 13:18:37, 27, 2.23, 29.23, cash
26850, 2023-7-15, 16:4:17, 23, 1.90, 24.90, cash
26851, 2023-7-15, 12:10:6, 26, 2.15, 28.14, debit
26852, 2023-7-15, 12:45:6, 23, 1.90, 24.90, debit
26853, 2023-7-15, 19:28:32, 9, 0.74, 9.74, debit
26854, 2023-7-15, 17:44:21, 13, 1.07, 14.07, debit
26855, 2023-7-15, 11:22:47, 27, 2.23, 29.23, debit
26856, 2023-7-15, 22:24:32, 11, 0.91, 11.91, credit
26857, 2023-7-15, 18:2:31, 8, 0.66, 8.66, debit
26858, 2023-7-15, 11:0:53, 8, 0.66, 8.66, credit
26859, 2023-7-15, 12:43:34, 7, 0.58, 7.58, cash
26860, 2023-7-15, 14:19:0, 18, 1.49, 19.48, cash
26861, 2023-7-15, 13:2:32, 29, 2.39, 31.39, debit
26862, 2023-7-15, 21:24:28, 7, 0.58, 7.58, debit
26863, 2023-7-15, 16:34:37, 13, 1.07, 14.07, debit
26864, 2023-7-15, 12:32:54, 9, 0.74, 9.74, debit
26865, 2023-7-15, 19:51:54, 27, 2.23, 29.23, debit
26866, 2023-7-15, 17:16:4, 11, 0.91, 11.91, cash
26867, 2023-7-15, 22:31:31, 16, 1.32, 17.32, debit
26868, 2023-7-15, 19:46:50, 21, 1.73, 22.73, debit
26869, 2023-7-15, 15:58:42, 8, 0.66, 8.66, debit
26870, 2023-7-15, 19:37:39, 18, 1.49, 19.48, cash
26871, 2023-7-15, 20:32:44, 7, 0.58, 7.58, credit
26872, 2023-7-15, 14:41:28, 25, 2.06, 27.06, cash
